Salutation,First Name,Last Name,Company,Title,Email,Phone,Mobile,Fax,Website,Lead Source,Industry,Lead Status,Rating,No. of Employees,Annual Revenue,Street,City,State/Province,Zip/Postal Code,Country,Product Interest,Current Generator(s),SIC Code,Primary,Number of Locations,Description
,Aurelie,Garcia,AGarcia Consulting SAS,General Manager,aurelie.garcia@agarciaconsulting.com,,,,,,,Open - Not Contacted,,250,,40 Rue de la Paix,Lille,,,France,GC1020 series,Competitor Y200,,Yes,,
,Aurelie,Laurent,Laurent Services SARL,Supply Chain Manager,aurelie.laurent@laurentservices.com,+134 732492069,+61 957535503,,https://www.laurentservices.com,Partner Referral,,Open - Not Contacted,Cold,,,46 Bahnhofstrasse,,,,France,,GC800 series,,Yes,,
Prof.,Nathalie,Thomas,Thomas Solutions SA,Sales Director,nathalie.thomas@thomassolutions.com,+802 618620974,,,https://www.thomassolutions.com,Purchased List,Communications,Working - Contacted,Cold,,,152 Boulevard Central,Marseille,,13001,France,GC3000 series,,,No,1,
Mr.,Sophie,Bernard,SBernard Holdings SAS,Owner,sophie.bernard@sbernardholdings.com,+194 872196238,+708 733182157,,,Other,Consulting,Open - Not Contacted,,,,,Nice,,06000,France,GC1000 series,,,No,,Downloaded product catalog from website.
,Sophia,Robinson,Robinson Industries Ltd.,,,+934 886362294,,,https://www.robinsonindustries.com,Web,,Working - Contacted,,500,5000000,67 Park Lane,Edinburgh,,,United Kingdom,,,,No,,
,,Yamada,"HYamada Industries Co., Ltd.",President,contact@hyamadaindustries.com,,,,,Partner Referral,Recreation,Open - Not Contacted,,,500000,,Tokyo,,100-0001,Japan,,,,,,
Dr.,,Simon,MSimon Innovations SARL,Facilities Manager,contact@msimoninnovations.com,+820 711906662,,,https://www.msimoninnovations.com,Web,,Open - Not Contacted,,,,,,,69001,France,GC5000 series,,,No,1,
Dr.,Joseph,Thomas,Thomas Solutions Inc.,,joseph.thomas@thomassolutions.com,+485 981259135,+764 954398056,,,Phone Inquiry,Entertainment,Open - Not Contacted,Cold,,,124 Innovation Drive,Houston,,77001,United States,GC1000 series,,,No,1,"Met at trade show, interested in bulk pricing."
Prof.,Javier,Gomez,Gomez Group S.L.,General Manager,javier.gomez@gomezgroup.com,+185 729588118,+269 492903638,,https://www.gomezgroup.com,Purchased List,Utilities,Open - Not Contacted,,,,,Barcelona,,,Spain,GC1000 series,,4847,No,,
,Fatiha,Boumediene,Boumediene Corp SARL,Facilities Manager,fatiha.boumediene@boumedienecorp.com,,,,https://www.boumedienecorp.com,,Hospitality,Open - Not Contacted,,,,,Algiers,,16000,Algeria,,GC500 series,,,5,
Ms.,Laurent,Martin,LMartin Group SAS,,laurent.martin@lmartingroup.com,+122 688153931,,,,Phone Inquiry,,Open - Not Contacted,Warm,,,,Toulouse,,,France,GC3000 series,,,,,Referred by an existing customer.
,Camille,Robert,Robert Logistics SAS,,camille.robert@robertlogistics.com,+26 676413366,,,,,Not For Profit,Open - Not Contacted,,,,232 Calle Mayor,Grenoble,,38000,France,GC3000 series,,,No,,
Ms.,Naima,Bouzid,Bouzid Systems SARL,Facilities Manager,naima.bouzid@bouzidsystems.com,+203 176749487,,,,Phone Inquiry,Other,Open - Not Contacted,,,,247 Main Street,Constantine,,25000,Algeria,GC3000 series,Competitor Y200,,,,Looking to replace aging equipment fleet.
,Chiara,Esposito,Esposito Power S.r.l.,Plant Manager,,+227 147733231,,,https://www.espositopower.com,,,Working - Contacted,Warm,,10000000,,Florence,,50121,Italy,,,,,,
,Claire,Leroy,Leroy Energy SA,IT Director,claire.leroy@leroyenergy.com,,+232 715026701,,https://www.leroyenergy.com,Purchased List,Retail,Open - Not Contacted,,,,,Reims,,51100,France,,,,,1,"Met at trade show, interested in bulk pricing."
Ms.,Sara,Esposito,SEsposito Consulting S.r.l.,COO,sara.esposito@sespositoconsulting.com,,,,https://www.sespositoconsulting.com,Web,Food & Beverage,Open - Not Contacted,Cold,,50000,,Milan,,20121,Italy,GC3000 series,,,,,
Prof.,Freya,Thomas,FThomas Technologies PLC,COO,freya.thomas@fthomastechnologies.com,+595 854406060,,,https://www.fthomastechnologies.com,Web,,Open - Not Contacted,,80,,,Birmingham,,B1 1AA,United Kingdom,GC1000 series,,,,,Downloaded product catalog from website.
Mrs.,Karim,Aissani,Aissani Logistics SARL,President,karim.aissani@aissanilogistics.com,,+122 992985330,,,Partner Referral,,Open - Not Contacted,,,10000000,,Algiers,,16000,Algeria,GC5000 series,,,,,
,Sophie,Petit,SPetit Services SARL,,sophie.petit@spetitservices.com,+929 117435827,+712 361637158,,,Purchased List,,Working - Contacted,,,,,Lyon,,69001,France,GC1020 series,,,Yes,,
Prof.,,Cherkaoui,Cherkaoui Industries SA,,contact@cherkaouiindustries.com,,,,,Web,,Open - Not Contacted,,120,,99 Main Street,Tangier,,,Morocco,,,,,,"Met at trade show, interested in bulk pricing."
Dr.,Julien,Leroy,JLeroy Technologies SAS,VP Sales,julien.leroy@jleroytechnologies.com,,,,,Other,Technology,Working - Contacted,,,10000000,,Bordeaux,,33000,France,GC3000 series,,4950,,,
Ms.,Lilly,Pettersson,Pettersson Enterprises AB,CTO,lilly.pettersson@petterssonenterprises.com,+701 847014526,+242 175171676,,https://www.petterssonenterprises.com,Partner Referral,,Open - Not Contacted,,12,5000000,15 Rua Augusta,Stockholm,,111 21,Sweden,GC1020 series,,,No,,Downloaded product catalog from website.
Prof.,Alice,Maes,AMaes International SA,VP Sales,alice.maes@amaesinternational.com,,+996 463350718,,,Web,Recreation,Open - Not Contacted,,,,147 Church Road,Antwerp,,2000,Belgium,,,,,,
Mrs.,Antoine,Durand,Durand Group SA,,antoine.durand@durandgroup.com,+662 735120806,+913 465783051,,,Purchased List,,Open - Not Contacted,,25,,62 Innovation Drive,Grenoble,,,France,GC5000 series,In-house legacy unit,,Yes,2,
,Giuseppe,Lombardi,GLombardi Dynamics S.r.l.,COO,giuseppe.lombardi@glombardidynamics.com,,,+584 935420283,,Web,Engineering,Open - Not Contacted,Hot,2500,,,Bologna,,40121,Italy,,None,,No,,Requested a quote via website contact form.
Mrs.,Marie,Muller,MMuller Group GmbH,,,+574 624723458,,,https://www.mmullergroup.com,,Machinery,Working - Contacted,,,,49 Boulevard Central,Hamburg,,,Germany,,GC1000 series (old model),,Yes,,"Existing customer, expansion opportunity."
Mrs.,Aya,Inoue,AInoue Group K.K.,,aya.inoue@ainouegroup.com,+675 334219451,+358 631369764,,https://www.ainouegroup.com,,Manufacturing,Open - Not Contacted,,,,,Osaka,,530-0001,Japan,,Competitor Y200,,,,
Ms.,Marie,Leroy,MLeroy Logistics SAS,Facilities Manager,marie.leroy@mleroylogistics.com,,,,,Web,Consulting,Open - Not Contacted,,80,2500000,,,,69001,France,,,,,,
,Ana,Gutierrez,Gutierrez Dynamics S.L.,VP Sales,,+760 193906615,+100 756324312,,https://www.gutierrezdynamics.com,Phone Inquiry,Insurance,Open - Not Contacted,Cold,80,250000,10 Via Roma,Madrid,,28001,Spain,,,8695,,,
Dr.,Juliette,Leclercq,Leclercq Enterprises SPRL,CTO,juliette.leclercq@leclercqenterprises.com,+798 613764654,+167 924289429,+612 151489399,https://www.leclercqenterprises.com,Web,Communications,Open - Not Contacted,,,,24 Commerce Blvd,Brussels,,1000,Belgium,GC1020 series,,,No,,
Prof.,Claire,Dubois,CDubois Solutions SARL,,claire.dubois@cduboissolutions.com,+4 289130379,+586 184591120,+479 116575212,,,Retail,Open - Not Contacted,Hot,1000,,127 Avenue Foch,Dijon,,21000,France,GC1020 series,,,No,,
Ms.,Finn,Schroder,Schroder Dynamics AG,CFO,finn.schroder@schroderdynamics.com,,,+495 930679969,https://www.schroderdynamics.com,,,Open - Not Contacted,,12,,10 Via Roma,Hamburg,,,Germany,GC3000 series,,,,20,
Mrs.,Camille,Bernard,CBernard Enterprises SAS,Managing Director,camille.bernard@cbernardenterprises.com,+867 926072589,,,https://www.cbernardenterprises.com,,,Open - Not Contacted,,500,,,Nantes,,,France,,In-house legacy unit,,,10,
Dr.,Celine,Robert,Robert Power SAS,COO,celine.robert@robertpower.com,,+482 995626608,,https://www.robertpower.com,Phone Inquiry,,Open - Not Contacted,,,,29 Rua Augusta,Bordeaux,,33000,France,GC1020 series,,,,,
Dr.,Isabelle,Garcia,IGarcia Group SA,VP Sales,isabelle.garcia@igarciagroup.com,+112 325370116,,,,Partner Referral,,Open - Not Contacted,,,5000000,,Dijon,,21000,France,GC1000 series,,,,,
,Thomas,Michel,TMichel Consulting SARL,,thomas.michel@tmichelconsulting.com,+54 989884868,,+455 925295191,,,Banking,Open - Not Contacted,,,1000000,226 Business Park Way,Lyon,,69001,France,GC5000 series,Other Corp X100,,,,
,William,Johnson,WJohnson Innovations Inc.,VP Marketing,william.johnson@wjohnsoninnovations.com,,,,,Partner Referral,Manufacturing,Open - Not Contacted,,,,143 Bahnhofstrasse,Los Angeles,,90001,United States,,,,,5,
,Marie,Bernard,Bernard Solutions SA,COO,marie.bernard@bernardsolutions.com,,+651 842388547,,,Phone Inquiry,Construction,Open - Not Contacted,,500,,,Marseille,,13001,France,GC1020 series,,,Yes,,
Mrs.,Grace,Taylor,GTaylor Energy PLC,General Manager,grace.taylor@gtaylorenergy.com,+540 313834774,+366 673908407,,,,Education,Open - Not Contacted,,,,164 Boulevard Central,Bristol,,BS1 1AA,United Kingdom,,,,No,1,
Mrs.,Sophie,Lefebvre,Lefebvre Holdings SA,Purchasing Manager,sophie.lefebvre@lefebvreholdings.com,+73 287035437,,,,,,Open - Not Contacted,Cold,,50000,,Lyon,,69001,France,GC1020 series,,,,2,
Ms.,Matteo,Russo,Russo Logistics S.p.A.,Buyer,matteo.russo@russologistics.com,,+707 719991216,,https://www.russologistics.com,Web,,Open - Not Contacted,Warm,,,,Florence,,50121,Italy,GC3000 series,,,Yes,,
,Marie,Durand,MDurand Group SA,Supply Chain Manager,marie.durand@mdurandgroup.com,+406 426638686,,,https://www.mdurandgroup.com,Other,Insurance,Open - Not Contacted,Hot,80,,,Lyon,,69001,France,GC1020 series,In-house legacy unit,,No,,
Mrs.,Nicolas,Leroy,NLeroy Services SARL,Plant Manager,nicolas.leroy@nleroyservices.com,+849 110446180,,,,,,Open - Not Contacted,,,250000,,Reims,,51100,France,GC5000 series,,,,,
Mr.,David,Gomez,DGomez Innovations S.L.,VP Marketing,david.gomez@dgomezinnovations.com,+855 412782955,,,,Web,,Open - Not Contacted,Hot,2500,,246 Station Road,Valencia,,46001,Spain,GC1020 series,,,,,Follow up after product demo webinar.
Ms.,Sophie,Michel,SMichel Power SARL,Sales Director,sophie.michel@smichelpower.com,,,,https://www.smichelpower.com,Other,Engineering,Working - Contacted,,50,,,Montpellier,,,France,GC1020 series,,,,1,
Dr.,Nicolas,Martin,Martin Corp SA,Buyer,,+638 441264519,,,,Phone Inquiry,,Open - Not Contacted,,12,,229 Market Street,Lille,,59000,France,,,,,1,
Mr.,Celine,Bertrand,Bertrand Corp SA,Supply Chain Manager,celine.bertrand@bertrandcorp.com,+619 276247278,,,,Web,,Open - Not Contacted,,,,,Angers,,49000,France,,In-house legacy unit,,Yes,,
Mrs.,,Al Dhaheri,RAl Dhaheri Industries FZE,CFO,contact@raldhaheriindustries.com,+26 528238410,+995 534015248,+943 760337643,,Other,,Open - Not Contacted,,250,,,,,,United Arab Emirates,GC3000 series,,,Yes,,
Mr.,Antoine,Lefebvre,Lefebvre Logistics SA,Owner,antoine.lefebvre@lefebvrelogistics.com,+345 746770884,+822 523831157,,https://www.lefebvrelogistics.com,Other,,Open - Not Contacted,,25,,,Nantes,,44000,France,,,,Yes,2,
Dr.,,Williams,CWilliams Industries PLC,Managing Director,contact@cwilliamsindustries.com,+177 564086249,+624 715205303,,,Web,,Open - Not Contacted,,80,,,Edinburgh,,,United Kingdom,GC3000 series,,,,,
,Lucas,Ryan,Ryan Solutions Ltd.,President,,,,,,Phone Inquiry,Agriculture,Open - Not Contacted,Cold,,,208 Via Roma,,,,Australia,GC5000 series,Competitor Y200,4941,,,
Dr.,Nathalie,Girard,NGirard Innovations SAS,Purchasing Manager,nathalie.girard@ngirardinnovations.com,,+135 139668465,,https://www.ngirardinnovations.com,Phone Inquiry,,Open - Not Contacted,,,,236 Rue Victor Hugo,,,,France,GC1000 series,,,,10,
Dr.,Jean,Martin,Martin Systems SA,VP Marketing,,+599 556596314,+611 686535615,,https://www.martinsystems.com,Web,,Open - Not Contacted,,,,,Bordeaux,,33000,France,,GC800 series,,,,
Mr.,Alessia,Mancini,Mancini Industries S.r.l.,COO,alessia.mancini@manciniindustries.com,+822 817353632,+642 718830219,,https://www.manciniindustries.com,Purchased List,Shipping,Open - Not Contacted,,,,204 Hauptstrasse,Turin,,10121,Italy,GC1000 series,,,Yes,1,
Dr.,Lucas,Mertens,Mertens Global SPRL,,lucas.mertens@mertensglobal.com,+297 575220319,+440 492894635,,,Web,,Open - Not Contacted,Warm,12,,,Bruges,,,Belgium,,GC500 series,,Yes,,
,Nicolas,Garcia,NGarcia Solutions SA,Procurement Director,nicolas.garcia@ngarciasolutions.com,+864 436707552,,,https://www.ngarciasolutions.com,Partner Referral,Communications,Open - Not Contacted,,,,,Nantes,,44000,France,GC5000 series,,,Yes,,
Ms.,Valerie,Lefebvre,VLefebvre Logistics SARL,Purchasing Manager,valerie.lefebvre@vlefebvrelogistics.com,+896 598415591,,,https://www.vlefebvrelogistics.com,Phone Inquiry,,Open - Not Contacted,,2500,,,,,67000,France,GC1020 series,,,No,,Expressed interest during cold call.
Prof.,Abdoulaye,Diop,Diop Power SARL,CFO,abdoulaye.diop@dioppower.com,+948 665030442,+55 833042106,,https://www.dioppower.com,,Engineering,Open - Not Contacted,Cold,,,23 Calle Mayor,Thies,,,Senegal,,In-house legacy unit,,Yes,10,Attended regional partner event.
Mr.,Sandrine,Simon,SSimon Dynamics SA,Operations Manager,sandrine.simon@ssimondynamics.com,,+697 140700698,,https://www.ssimondynamics.com,,Shipping,Open - Not Contacted,,,,93 Park Lane,Marseille,,13001,France,GC3000 series,,,,,Inbound inquiry about maintenance contracts.
Mrs.,,Hernandez,Hernandez Enterprises LLC,Buyer,contact@hernandezenterprises.com,,,+122 851178850,https://www.hernandezenterprises.com,Partner Referral,,Open - Not Contacted,,2500,250000,192 Business Park Way,San Diego,,,United States,,,,,,
,Sandrine,Dubois,Dubois Technologies SA,,,,,,,Phone Inquiry,Retail,Open - Not Contacted,Warm,,,,Angers,,49000,France,,,,,20,"Existing customer, expansion opportunity."
,,Gerber,AGerber Consulting GmbH,,contact@agerberconsulting.com,,,,,,,Working - Contacted,,1000,,,Lausanne,,1003,Switzerland,,,,Yes,,
Mr.,Isabelle,Lefebvre,ILefebvre Solutions SAS,,isabelle.lefebvre@ilefebvresolutions.com,,+438 774890967,,https://www.ilefebvresolutions.com,,Technology,Open - Not Contacted,,500,1000000,121 Rue Victor Hugo,Rennes,,35000,France,GC1020 series,,4968,No,,
,Claire,Petit,Petit Partners SARL,CTO,claire.petit@petitpartners.com,+223 490748819,+695 614894860,,https://www.petitpartners.com,,Machinery,Open - Not Contacted,,80,50000,81 Business Park Way,Reims,,,France,GC3000 series,,5638,Yes,,
Mr.,Emma,Schulz,Schulz Technologies AG,Procurement Director,emma.schulz@schulztechnologies.com,+951 491913332,,,https://www.schulztechnologies.com,Purchased List,Construction,Open - Not Contacted,,12,1000000,128 High Street,Leipzig,,04109,Germany,GC1020 series,,,,,
Mr.,Youcef,Ferhat,YFerhat Group SARL,,youcef.ferhat@yferhatgroup.com,+827 692874168,+597 894691777,,,Web,Education,Open - Not Contacted,,,120000,176 Industrial Ave,Algiers,,,Algeria,GC5000 series,,,,,Looking to replace aging equipment fleet.
Dr.,Jessica,Anderson,JAnderson Partners Corp.,Procurement Director,jessica.anderson@jandersonpartners.com,,+344 682498004,,https://www.jandersonpartners.com,Phone Inquiry,,Open - Not Contacted,,500,,,Houston,,,United States,GC1020 series,,,No,,
Ms.,Nicolas,Dubois,Dubois Logistics SA,,,+851 850628233,,,,Phone Inquiry,Transportation,Open - Not Contacted,,25,,140 Industrial Ave,Lyon,,69001,France,,,,,,
Dr.,Alexandre,Robert,ARobert Services SARL,,alexandre.robert@arobertservices.com,+960 845638114,+643 970368125,+966 443142680,,,Hospitality,Open - Not Contacted,Cold,,,,Paris,,75001,France,,,,Yes,,
Prof.,Sofia,Santos,SSantos Partners S.A.,,sofia.santos@ssantospartners.com,+902 675808087,,,,,Government,Open - Not Contacted,Hot,,,192 Park Lane,Lisbon,,,Portugal,GC3000 series,,,No,1,
Ms.,Nico,Moser,Moser Technologies GmbH,VP Marketing,nico.moser@mosertechnologies.com,,+992 627342988,,https://www.mosertechnologies.com,,,Open - Not Contacted,,120,,13 Rua Augusta,Lausanne,,1003,Switzerland,,,,,,Downloaded product catalog from website.
Mr.,Olivia,Jones,OJones Group PLC,Facilities Manager,olivia.jones@ojonesgroup.com,+331 331139813,,,,Partner Referral,Media,Open - Not Contacted,,,,187 Rue de la Paix,,,,United Kingdom,GC1000 series,Other Corp X100,,,1,
,Gabriel,Gilles,Gilles Dynamics SPRL,CEO,gabriel.gilles@gillesdynamics.com,+223 596298460,,,,,,Open - Not Contacted,,,,90 Market Street,Ghent,,9000,Belgium,GC5000 series,Competitor Y200,,No,3,Expressed interest during cold call.
Prof.,Nicolas,Bertrand,Bertrand Services SARL,,nicolas.bertrand@bertrandservices.com,,,,https://www.bertrandservices.com,Phone Inquiry,,Open - Not Contacted,Warm,,,156 Zone Industrielle,Lille,,59000,France,GC1000 series,,,Yes,1,
,Charlotte,Roberts,CRoberts Dynamics PLC,,charlotte.roberts@crobertsdynamics.com,+910 356000822,,,,Purchased List,Finance,Working - Contacted,,5,,183 Avenue Foch,Birmingham,,B1 1AA,United Kingdom,,,,Yes,,
Mr.,Marie,Fournier,MFournier International SA,COO,marie.fournier@mfournierinternational.com,+749 991765803,,,,Phone Inquiry,Entertainment,Open - Not Contacted,,,,85 Zone Industrielle,Bordeaux,,,France,GC3000 series,,,,20,
Prof.,Na,Zhang,"Zhang Energy Co., Ltd.",,na.zhang@zhangenergy.com,+661 564712677,+22 466344563,,https://www.zhangenergy.com,,,Open - Not Contacted,Warm,,,,Guangzhou,,510000,China,,,,,,
Mr.,Isla,Clarke,IClarke Enterprises Ltd.,Buyer,isla.clarke@iclarkeenterprises.com,,+810 287977109,,https://www.iclarkeenterprises.com,Other,,Open - Not Contacted,,,,97 Station Road,Melbourne,,3000,Australia,,,,Yes,,
,Thomas,Simon,Simon Corp SAS,Head of Procurement,thomas.simon@simoncorp.com,+145 188149963,+628 175347509,,,Web,Not For Profit,Open - Not Contacted,,5,,86 Innovation Drive,Lyon,,,France,,,,,,
Prof.,Nathalie,Bernard,Bernard Global SARL,Procurement Director,nathalie.bernard@bernardglobal.com,+659 718155490,+817 616511082,,,Other,,Open - Not Contacted,,2500,5000000,156 Calle Mayor,Reims,,,France,,,,No,,Looking to replace aging equipment fleet.
Ms.,Antonio,Alvarez,AAlvarez Group S.A.,,antonio.alvarez@aalvarezgroup.com,,+878 340410305,,https://www.aalvarezgroup.com,,Consulting,Open - Not Contacted,Warm,,120000,,Madrid,,28001,Spain,GC3000 series,Other Corp X100,,,,
,Isabelle,Laurent,ILaurent Partners SAS,CEO,isabelle.laurent@ilaurentpartners.com,+547 188738651,+895 839154312,,,,Manufacturing,Open - Not Contacted,Hot,,,,Rennes,,35000,France,,,,Yes,20,
Prof.,Sara,Rossi,SRossi Energy S.p.A.,President,sara.rossi@srossienergy.com,+475 570881578,+576 819655576,,,Phone Inquiry,Not For Profit,Open - Not Contacted,,,,126 Commerce Blvd,Florence,,50121,Italy,GC1000 series,,,,10,
Dr.,Michel,Dubois,MDubois Industries SAS,VP Sales,michel.dubois@mduboisindustries.com,,,,,Phone Inquiry,,Open - Not Contacted,,,120000,127 Park Lane,Angers,,49000,France,,,,No,,
Prof.,Jacob,Johnson,JJohnson Power PLC,Supply Chain Manager,jacob.johnson@jjohnsonpower.com,+847 382292089,+752 220120010,,,Other,,Closed - Not Converted,,,,,Edinburgh,,EH1 1AA,United Kingdom,,,,Yes,,
Mr.,,Moreau,Moreau International SARL,Managing Director,contact@moreauinternational.com,+208 233053885,,,https://www.moreauinternational.com,Partner Referral,Electronics,Open - Not Contacted,Hot,2500,,,Paris,,75001,France,,In-house legacy unit,,No,,Expressed interest during cold call.
Mr.,Aisha,Al Mheiri,Al Mheiri Corp FZE,Supply Chain Manager,aisha.almheiri@almheiricorp.com,,,+703 642336213,,Other,Government,Open - Not Contacted,,,,,Abu Dhabi,,,United Arab Emirates,,,,,,
,Marie,Wagner,Wagner Innovations AG,Head of Procurement,marie.wagner@wagnerinnovations.com,+354 875260270,,,,Other,,Open - Not Contacted,,,,227 Via Roma,Munich,,80331,Germany,GC1000 series,Other Corp X100,3424,Yes,,
,Pierre,Leroy,Leroy Consulting SARL,,pierre.leroy@leroyconsulting.com,,+520 793961787,+282 386721626,,Other,Engineering,Open - Not Contacted,Hot,,120000,,Reims,,,France,GC1020 series,,3229,,,
Mrs.,Isabelle,Laurent,ILaurent Enterprises SA,COO,isabelle.laurent@ilaurententerprises.com,+995 353764065,+272 657395843,,,Phone Inquiry,Education,Open - Not Contacted,,,,110 Commerce Blvd,Nice,,06000,France,,GC500 series,,Yes,,"Met at trade show, interested in bulk pricing."
,Camille,Moreau,Moreau Partners SAS,,camille.moreau@moreaupartners.com,+421 244273845,,,,,Biotechnology,Open - Not Contacted,Cold,,,,Bordeaux,,33000,France,GC1000 series,,9645,Yes,,
,Maria,Ferreira,Ferreira Services Lda.,Facilities Manager,maria.ferreira@ferreiraservices.com,+92 470196402,+782 540520595,,,Web,,Open - Not Contacted,Hot,50,,83 Bahnhofstrasse,Lisbon,,1000-001,Portugal,GC3000 series,,,,,Inbound inquiry about maintenance contracts.
